name,what have been runned,output
Epoch 3/20:  87%|█████████████▉  | 696/800 [15:40<02:25,  1.40s/it, loss=0.2768]
Epoch 3/20:  87%|█████████████▉  | 696/800 [15:41<02:25,  1.40s/it, loss=0.4034]
Epoch 3/20:  87%|█████████████▉  | 697/800 [15:41<02:06,  1.22s/it, loss=0.4034]
Epoch 3/20:  87%|█████████████▉  | 697/800 [15:44<02:06,  1.22s/it, loss=0.8138]
Epoch 3/20:  87%|█████████████▉  | 698/800 [15:44<02:52,  1.69s/it, loss=0.8138]
Epoch 3/20:  87%|█████████████▉  | 698/800 [15:44<02:52,  1.69s/it, loss=0.3040]
Epoch 3/20:  87%|█████████████▉  | 699/800 [15:44<02:21,  1.40s/it, loss=0.3040]
Epoch 3/20:  87%|█████████████▉  | 699/800 [15:47<02:21,  1.40s/it, loss=0.8244]
Epoch 3/20:  88%|██████████████  | 700/800 [15:47<02:47,  1.67s/it, loss=0.8244]
Epoch 3/20:  88%|██████████████  | 700/800 [15:48<02:47,  1.67s/it, loss=0.5301]
Epoch 3/20:  88%|██████████████  | 701/800 [15:48<02:17,  1.39s/it, loss=0.5301]
Epoch 3/20:  88%|██████████████  | 701/800 [15:50<02:17,  1.39s/it, loss=0.5142]
Epoch 3/20:  88%|██████████████  | 702/800 [15:50<02:44,  1.67s/it, loss=0.5142]
Epoch 3/20:  88%|██████████████  | 702/800 [15:51<02:44,  1.67s/it, loss=0.6433]
Epoch 3/20:  88%|██████████████  | 703/800 [15:51<02:14,  1.38s/it, loss=0.6433]
Epoch 3/20:  88%|██████████████  | 703/800 [15:53<02:14,  1.38s/it, loss=0.3430]
Epoch 3/20:  88%|██████████████  | 704/800 [15:53<02:35,  1.62s/it, loss=0.3430]
Epoch 3/20:  88%|██████████████  | 704/800 [15:53<02:35,  1.62s/it, loss=0.5151]
Epoch 3/20:  88%|██████████████  | 705/800 [15:53<02:09,  1.36s/it, loss=0.5151]
Epoch 3/20:  88%|██████████████  | 705/800 [15:55<02:09,  1.36s/it, loss=0.6038]
Epoch 3/20:  88%|██████████████  | 706/800 [15:55<02:12,  1.41s/it, loss=0.6038]
Epoch 3/20:  88%|██████████████  | 706/800 [15:56<02:12,  1.41s/it, loss=0.8413]
Epoch 3/20:  88%|██████████████▏ | 707/800 [15:56<01:53,  1.22s/it, loss=0.8413]
Epoch 3/20:  88%|██████████████▏ | 707/800 [15:57<01:53,  1.22s/it, loss=0.9120]
Epoch 3/20:  88%|██████████████▏ | 708/800 [15:57<01:58,  1.28s/it, loss=0.9120]
Epoch 3/20:  88%|██████████████▏ | 708/800 [15:58<01:58,  1.28s/it, loss=0.5386]
Epoch 3/20:  89%|██████████████▏ | 709/800 [15:58<01:42,  1.13s/it, loss=0.5386]
Epoch 3/20:  89%|██████████████▏ | 709/800 [16:00<01:42,  1.13s/it, loss=0.3941]
Epoch 3/20:  89%|██████████████▏ | 710/800 [16:00<02:06,  1.40s/it, loss=0.3941]
Epoch 3/20:  89%|██████████████▏ | 710/800 [16:01<02:06,  1.40s/it, loss=0.4268]
Epoch 3/20:  89%|██████████████▏ | 711/800 [16:01<01:46,  1.20s/it, loss=0.4268]
Epoch 3/20:  89%|██████████████▏ | 711/800 [16:03<01:46,  1.20s/it, loss=0.4864]
Epoch 3/20:  89%|██████████████▏ | 712/800 [16:03<02:11,  1.49s/it, loss=0.4864]
Epoch 3/20:  89%|██████████████▏ | 712/800 [16:04<02:11,  1.49s/it, loss=0.4010]
Epoch 3/20:  89%|██████████████▎ | 713/800 [16:04<01:48,  1.25s/it, loss=0.4010]
Epoch 3/20:  89%|██████████████▎ | 713/800 [16:05<01:48,  1.25s/it, loss=0.5080]
Epoch 3/20:  89%|██████████████▎ | 714/800 [16:05<02:00,  1.40s/it, loss=0.5080]
Epoch 3/20:  89%|██████████████▎ | 714/800 [16:06<02:00,  1.40s/it, loss=0.3430]
Epoch 3/20:  89%|██████████████▎ | 715/800 [16:06<01:43,  1.22s/it, loss=0.3430]
Epoch 3/20:  89%|██████████████▎ | 715/800 [16:08<01:43,  1.22s/it, loss=0.5768]
Epoch 3/20:  90%|██████████████▎ | 716/800 [16:08<01:47,  1.28s/it, loss=0.5768]
Epoch 3/20:  90%|██████████████▎ | 716/800 [16:08<01:47,  1.28s/it, loss=0.3544]
Epoch 3/20:  90%|██████████████▎ | 717/800 [16:08<01:34,  1.14s/it, loss=0.3544]
Epoch 3/20:  90%|██████████████▎ | 717/800 [16:10<01:34,  1.14s/it, loss=0.3086]
Epoch 3/20:  90%|██████████████▎ | 718/800 [16:10<01:36,  1.18s/it, loss=0.3086]
Epoch 3/20:  90%|██████████████▎ | 718/800 [16:10<01:36,  1.18s/it, loss=0.4877]
Epoch 3/20:  90%|██████████████▍ | 719/800 [16:10<01:25,  1.05s/it, loss=0.4877]
Epoch 3/20:  90%|██████████████▍ | 719/800 [16:14<01:25,  1.05s/it, loss=0.3271]
Epoch 3/20:  90%|██████████████▍ | 720/800 [16:14<02:18,  1.73s/it, loss=0.3271]
Epoch 3/20:  90%|██████████████▍ | 720/800 [16:14<02:18,  1.73s/it, loss=0.4723]
Epoch 3/20:  90%|██████████████▍ | 721/800 [16:14<01:53,  1.43s/it, loss=0.4723]
Epoch 3/20:  90%|██████████████▍ | 721/800 [16:17<01:53,  1.43s/it, loss=0.5811]
Epoch 3/20:  90%|██████████████▍ | 722/800 [16:17<02:10,  1.67s/it, loss=0.5811]
Epoch 3/20:  90%|██████████████▍ | 722/800 [16:17<02:10,  1.67s/it, loss=0.5504]
Epoch 3/20:  90%|██████████████▍ | 723/800 [16:17<01:47,  1.40s/it, loss=0.5504]
Epoch 3/20:  90%|██████████████▍ | 723/800 [16:19<01:47,  1.40s/it, loss=0.8107]
Epoch 3/20:  90%|██████████████▍ | 724/800 [16:19<01:59,  1.58s/it, loss=0.8107]
Epoch 3/20:  90%|██████████████▍ | 724/800 [16:20<01:59,  1.58s/it, loss=1.0223]
Epoch 3/20:  91%|██████████████▌ | 725/800 [16:20<01:41,  1.35s/it, loss=1.0223]
Epoch 3/20:  91%|██████████████▌ | 725/800 [16:22<01:41,  1.35s/it, loss=0.6076]
Epoch 3/20:  91%|██████████████▌ | 726/800 [16:22<01:58,  1.60s/it, loss=0.6076]
Epoch 3/20:  91%|██████████████▌ | 726/800 [16:23<01:58,  1.60s/it, loss=0.5199]
Epoch 3/20:  91%|██████████████▌ | 727/800 [16:23<01:39,  1.36s/it, loss=0.5199]
Epoch 3/20:  91%|██████████████▌ | 727/800 [16:25<01:39,  1.36s/it, loss=0.7933]
Epoch 3/20:  91%|██████████████▌ | 728/800 [16:25<01:44,  1.45s/it, loss=0.7933]
Epoch 3/20:  91%|██████████████▌ | 728/800 [16:27<01:44,  1.45s/it, loss=0.4592]
Epoch 3/20:  91%|██████████████▌ | 729/800 [16:27<01:46,  1.50s/it, loss=0.4592]
Epoch 3/20:  91%|██████████████▌ | 729/800 [16:27<01:46,  1.50s/it, loss=0.2989]
Epoch 3/20:  91%|██████████████▌ | 730/800 [16:27<01:30,  1.29s/it, loss=0.2989]
Epoch 3/20:  91%|██████████████▌ | 730/800 [16:29<01:30,  1.29s/it, loss=0.3865]
Epoch 3/20:  91%|██████████████▌ | 731/800 [16:29<01:41,  1.48s/it, loss=0.3865]
Epoch 3/20:  91%|██████████████▌ | 731/800 [16:31<01:41,  1.48s/it, loss=0.9106]
Epoch 3/20:  92%|██████████████▋ | 732/800 [16:31<01:40,  1.48s/it, loss=0.9106]
Epoch 3/20:  92%|██████████████▋ | 732/800 [16:32<01:40,  1.48s/it, loss=0.5429]
Epoch 3/20:  92%|██████████████▋ | 733/800 [16:32<01:27,  1.30s/it, loss=0.5429]
Epoch 3/20:  92%|██████████████▋ | 733/800 [16:33<01:27,  1.30s/it, loss=0.1829]
Epoch 3/20:  92%|██████████████▋ | 734/800 [16:33<01:21,  1.23s/it, loss=0.1829]
Epoch 3/20:  92%|██████████████▋ | 734/800 [16:34<01:21,  1.23s/it, loss=0.3288]
Epoch 3/20:  92%|██████████████▋ | 735/800 [16:34<01:13,  1.13s/it, loss=0.3288]
Epoch 3/20:  92%|██████████████▋ | 735/800 [16:35<01:13,  1.13s/it, loss=0.3784]
Epoch 3/20:  92%|██████████████▋ | 736/800 [16:35<01:26,  1.35s/it, loss=0.3784]
Epoch 3/20:  92%|██████████████▋ | 736/800 [16:36<01:26,  1.35s/it, loss=0.2505]
Epoch 3/20:  92%|██████████████▋ | 737/800 [16:36<01:14,  1.18s/it, loss=0.2505]
Epoch 3/20:  92%|██████████████▋ | 737/800 [16:38<01:14,  1.18s/it, loss=0.4082]
Epoch 3/20:  92%|██████████████▊ | 738/800 [16:38<01:25,  1.39s/it, loss=0.4082]
Epoch 3/20:  92%|██████████████▊ | 738/800 [16:39<01:25,  1.39s/it, loss=0.5114]
Epoch 3/20:  92%|██████████████▊ | 739/800 [16:39<01:14,  1.22s/it, loss=0.5114]
Epoch 3/20:  92%|██████████████▊ | 739/800 [16:40<01:14,  1.22s/it, loss=0.6836]
Epoch 3/20:  92%|██████████████▊ | 740/800 [16:40<01:17,  1.29s/it, loss=0.6836]
Epoch 3/20:  92%|██████████████▊ | 740/800 [16:41<01:17,  1.29s/it, loss=0.9075]
Epoch 3/20:  93%|██████████████▊ | 741/800 [16:41<01:06,  1.12s/it, loss=0.9075]
Epoch 3/20:  93%|██████████████▊ | 741/800 [16:42<01:06,  1.12s/it, loss=0.7382]
Epoch 3/20:  93%|██████████████▊ | 742/800 [16:42<01:04,  1.11s/it, loss=0.7382]
Epoch 3/20:  93%|██████████████▊ | 742/800 [16:43<01:04,  1.11s/it, loss=0.8084]
Epoch 3/20:  93%|██████████████▊ | 743/800 [16:43<00:55,  1.02it/s, loss=0.8084]
Epoch 3/20:  93%|██████████████▊ | 743/800 [16:45<00:55,  1.02it/s, loss=0.7775]
Epoch 3/20:  93%|██████████████▉ | 744/800 [16:45<01:07,  1.21s/it, loss=0.7775]
Epoch 3/20:  93%|██████████████▉ | 744/800 [16:45<01:07,  1.21s/it, loss=0.2555]
Epoch 3/20:  93%|██████████████▉ | 745/800 [16:45<00:58,  1.07s/it, loss=0.2555]
Epoch 3/20:  93%|██████████████▉ | 745/800 [16:48<00:58,  1.07s/it, loss=0.1985]
Epoch 3/20:  93%|██████████████▉ | 746/800 [16:48<01:22,  1.54s/it, loss=0.1985]
Epoch 3/20:  93%|██████████████▉ | 746/800 [16:49<01:22,  1.54s/it, loss=0.4395]
Epoch 3/20:  93%|██████████████▉ | 747/800 [16:49<01:08,  1.29s/it, loss=0.4395]
Epoch 3/20:  93%|██████████████▉ | 747/800 [16:51<01:08,  1.29s/it, loss=0.2790]
Epoch 3/20:  94%|██████████████▉ | 748/800 [16:51<01:23,  1.60s/it, loss=0.2790]
Epoch 3/20:  94%|██████████████▉ | 748/800 [16:52<01:23,  1.60s/it, loss=0.3141]
Epoch 3/20:  94%|██████████████▉ | 749/800 [16:52<01:08,  1.35s/it, loss=0.3141]
Epoch 3/20:  94%|██████████████▉ | 749/800 [16:54<01:08,  1.35s/it, loss=0.7029]
Epoch 3/20:  94%|███████████████ | 750/800 [16:54<01:23,  1.67s/it, loss=0.7029]
Epoch 3/20:  94%|███████████████ | 750/800 [16:55<01:23,  1.67s/it, loss=0.7151]
Epoch 3/20:  94%|███████████████ | 751/800 [16:55<01:08,  1.39s/it, loss=0.7151]
Epoch 3/20:  94%|███████████████ | 751/800 [16:57<01:08,  1.39s/it, loss=0.3229]
Epoch 3/20:  94%|███████████████ | 752/800 [16:57<01:15,  1.58s/it, loss=0.3229]
Epoch 3/20:  94%|███████████████ | 752/800 [16:58<01:15,  1.58s/it, loss=0.9463]
Epoch 3/20:  94%|███████████████ | 753/800 [16:58<01:02,  1.33s/it, loss=0.9463]
Epoch 3/20:  94%|███████████████ | 753/800 [16:59<01:02,  1.33s/it, loss=0.5959]
Epoch 3/20:  94%|███████████████ | 754/800 [16:59<01:01,  1.33s/it, loss=0.5959]
Epoch 3/20:  94%|███████████████ | 754/800 [17:01<01:01,  1.33s/it, loss=0.5256]
Epoch 3/20:  94%|███████████████ | 755/800 [17:01<01:04,  1.44s/it, loss=0.5256]
Epoch 3/20:  94%|███████████████ | 755/800 [17:01<01:04,  1.44s/it, loss=0.2932]
Epoch 3/20:  94%|███████████████ | 756/800 [17:01<00:53,  1.21s/it, loss=0.2932]
Epoch 3/20:  94%|███████████████ | 756/800 [17:04<00:53,  1.21s/it, loss=0.9059]
Epoch 3/20:  95%|███████████████▏| 757/800 [17:04<01:11,  1.65s/it, loss=0.9059]
Epoch 3/20:  95%|███████████████▏| 757/800 [17:05<01:11,  1.65s/it, loss=0.8001]
Epoch 3/20:  95%|███████████████▏| 758/800 [17:05<00:58,  1.39s/it, loss=0.8001]
Epoch 3/20:  95%|███████████████▏| 758/800 [17:07<00:58,  1.39s/it, loss=0.8109]
Epoch 3/20:  95%|███████████████▏| 759/800 [17:07<01:10,  1.71s/it, loss=0.8109]
Epoch 3/20:  95%|███████████████▏| 759/800 [17:08<01:10,  1.71s/it, loss=0.7959]
Epoch 3/20:  95%|███████████████▏| 760/800 [17:08<00:56,  1.42s/it, loss=0.7959]
Epoch 3/20:  95%|███████████████▏| 760/800 [17:10<00:56,  1.42s/it, loss=0.5467]
Epoch 3/20:  95%|███████████████▏| 761/800 [17:10<01:05,  1.68s/it, loss=0.5467]
Epoch 3/20:  95%|███████████████▏| 761/800 [17:11<01:05,  1.68s/it, loss=0.8417]
Epoch 3/20:  95%|███████████████▏| 762/800 [17:11<00:52,  1.39s/it, loss=0.8417]
Epoch 3/20:  95%|███████████████▏| 762/800 [17:15<00:52,  1.39s/it, loss=0.7634]
Epoch 3/20:  95%|███████████████▎| 763/800 [17:15<01:15,  2.04s/it, loss=0.7634]
Epoch 3/20:  95%|███████████████▎| 763/800 [17:15<01:15,  2.04s/it, loss=0.8433]
Epoch 3/20:  96%|███████████████▎| 764/800 [17:15<00:58,  1.63s/it, loss=0.8433]
Epoch 3/20:  96%|███████████████▎| 764/800 [17:17<00:58,  1.63s/it, loss=0.8631]
Epoch 3/20:  96%|███████████████▎| 765/800 [17:17<00:58,  1.68s/it, loss=0.8631]
Epoch 3/20:  96%|███████████████▎| 765/800 [17:18<00:58,  1.68s/it, loss=0.5799]
Epoch 3/20:  96%|███████████████▎| 766/800 [17:18<00:47,  1.40s/it, loss=0.5799]
Epoch 3/20:  96%|███████████████▎| 766/800 [17:19<00:47,  1.40s/it, loss=0.7052]
Epoch 3/20:  96%|███████████████▎| 767/800 [17:19<00:48,  1.48s/it, loss=0.7052]
